Date,Growth,Temp,SoilWater
2018-10-01,0.7251802422842695,0.2886048707772816,0.6599200964732723
2018-10-02,0.9072460885549782,0.3493341821301214,0.601691509783848
2018-10-03,0.8674710675739192,0.3673604494297192,0.9437791408511654
2018-10-04,0.9563613729708484,0.4540575722370693,0.9391678471207623
2018-10-05,0.7105472971422434,0.2452952319981201,0.6521520095741438
2018-10-06,0.7652369061327894,0.2658807229753151,0.5274059218209258
2018-10-07,1.0091545883058637,0.45496058282587154,0.5027694123153796
2018-10-08,0.40437489145039596,0.28279928902564133,0.15431082584787786
2018-10-09,0.9541094252111642,0.39469076167397094,0.5572625043645814
2018-10-10,0.9999262490599663,0.4884418932676208,0.43373519944211275
2018-10-11,0.9578880767549476,0.42371360800151886,0.4064286238082209
2018-10-12,0.8195666767668297,0.33000078352961515,0.6099119688441236
2018-10-13,0.7427999590391872,0.47791303922040446,0.22775714686487142
2018-10-14,0.8715890412606709,0.38705066150851225,0.7362787681601304
2018-10-15,0.36403370051617456,0.32631193864875274,0.10118685395111236
2018-10-16,0.8479152168445445,0.32729951812517016,0.4399631512807044
2018-10-17,0.6839455528641978,0.27144224220419116,0.6374203795670789
2018-10-18,0.9223752231245175,0.45197293801805427,0.3252447218087409
2018-10-19,0.5430857568858974,0.2640490432558981,0.28437065262842853
2018-10-20,0.9732308329409064,0.4259680354634794,0.7744721934124157
2018-10-21,0.5503179458639137,0.10111309895082626,0.5579448803954593
2018-10-22,0.8414659205378427,0.3586517084761771,0.795008743082957
2018-10-23,0.2473088278545751,0.260144751091708,0.10794734424700259
2018-10-24,0.8115460199901775,0.31355114989820876,0.8989881867991588
2018-10-25,0.819587238419711,0.3464018771762445,0.6063932488172444
2018-10-26,0.5083805980041163,0.14389477345078192,0.7370029949464335
2018-10-27,0.31735795173832704,0.25495404413869327,0.1470574141004795
2018-10-28,0.6270650130662958,0.22516553887372445,0.7273714757019587
2018-10-29,0.8185820518902194,0.339900400621303,0.8033256122848936
2018-10-30,0.6229087487827543,0.33400367265533953,0.2452026045143286
2018-10-31,0.7988690930926801,0.2796406820308614,0.5560266123694634
2018-11-01,0.16413163211900397,0.19649289498095762,0.10261255657002348
2018-11-02,0.4831110228694122,0.11181551751674572,0.47504203904915804
2018-11-03,0.461107882104722,0.2703295368340092,0.2185479462218967
2018-11-04,0.7327713911699306,0.2822676498223524,0.5595902979543063
2018-11-05,0.8249126524093375,0.33128194785144666,0.555915100027427
2018-11-06,0.8172036781985221,0.4633412300211716,0.2857512378836831
2018-11-07,0.8818631070943362,0.35660495852798135,0.6430720401017311
2018-11-08,0.7774584057680255,0.3201754396207842,0.7271243049123778
2018-11-09,0.5570848465882211,0.1266283504198572,0.5106336427321765
2018-11-10,0.824254729903919,0.36678998573749816,0.3829577778729823
2018-11-11,0.7563051474761436,0.31439988619283304,0.3270872431297326
2018-11-12,0.8906505284733409,0.3370696207977286,0.5871479567754546
2018-11-13,0.9104961480645186,0.4171639187007326,0.3886226316696848
2018-11-14,0.20729919126975707,0.17161172929006369,0.19222342625794875
2018-11-15,0.6361369484168855,0.20380332970756354,0.7241321702207967
2018-11-16,0.6000537068485737,0.20663776076754883,0.6160596446262089
2018-11-17,0.7869966537691355,0.2721888782679178,0.8434721288855568
2018-11-18,0.7687213876675193,0.2731421038820877,0.8285097941827902
2018-11-19,0.6295625829526286,0.23901632195670455,0.6686344017321958
2018-11-20,0.8437685751836629,0.31390274569991083,0.83869767189133
2018-11-21,0.4786572020068415,0.22223974601001478,0.277048812745452
2018-11-22,0.4879052061844736,0.18951147978660302,0.33279043206164555
2018-11-23,0.7964834438130652,0.3193935399841308,0.842525624903594
2018-11-24,0.7359113468816183,0.2925509707907511,0.3875362773330687
2018-11-25,0.6407848446024972,0.21651592378403672,0.8666151943523712
2018-11-26,0.7592868052808043,0.2793087173191836,0.3729452275089146
2018-11-27,0.7551504836452612,0.35265407646259206,0.33677975424992806
2018-11-28,0.4865416616265861,0.19613864355977711,0.2834358458541758
2018-11-29,0.6972609857246657,0.2809367973605697,0.7816052506790627
2018-11-30,0.36768989944969305,0.21842954271599246,0.2240121334329313
2018-12-01,0.8514461852848679,0.3363638037642333,0.5136517206260884
2018-12-02,0.18486679538498305,0.17498308370576984,0.13327509246762306
2018-12-03,0.5299434008002369,0.2997509053923342,0.2047120851819007
2018-12-04,0.5621408146675219,0.323051758978216,0.24441547652098433
2018-12-05,0.19574276865002288,0.20195061656881927,0.09627967812754543
2018-12-06,0.6581145756870072,0.2080295669158744,0.46858594552612826
2018-12-07,0.5871167794848079,0.14322040402682262,0.4592477593134781
2018-12-08,0.4990532468122157,0.14813571353529073,0.4174104647992431
2018-12-09,0.643478344980266,0.21768341514461598,0.5386789881467555
2018-12-10,0.5928278573549883,0.17357578555029587,0.9047620770239126
2018-12-11,0.5260949800304792,0.1279579137299869,0.43387459008289964
2018-12-12,0.7020705305004948,0.27976978340872366,0.6959123443175042
2018-12-13,0.5744520224738169,0.18369350427977713,0.3650381431847354
2018-12-14,0.8873901867062304,0.3570400540192127,0.4210361358614759
2018-12-15,0.928412121062663,0.3787453968179237,0.5056532091759436
2018-12-16,0.6868471508449416,0.25092074591245583,0.53759539611759
2018-12-17,0.6471440257345764,0.23103460770925432,0.45816682233312744
2018-12-18,0.6131969123915307,0.21900296127423857,0.48033945336441114
2018-12-19,0.4640217078974696,0.37362985340159177,0.15442560383909446
2018-12-20,0.6802971154374625,0.21585717862543152,0.5905654545904055
2018-12-21,0.7793229207297709,0.27551607114470966,0.9077718950956747
2018-12-22,0.45883791588747097,0.02909051484494356,0.43067166952142266
2018-12-23,0.44818527370821265,0.12931718725934616,0.3460704800712037
2018-12-24,0.5762151102219653,0.15316476862076275,0.6508080888489385
2018-12-25,0.5715670849634944,0.1761313464627428,0.5558416647668576
